cluster,texto
13,d d d
6,obrigada pela presena a foi incravel te receber d d
3,nan
3,nan
3,nan
3,nan
3,nan
10,oi gabriela tudo bem vi que vocaa conseguiu acessar o nosso site e realizou seu pedido certo eles ja esta o em separaa a o e logo mais estara o contigod qualquer coisa sigo aqui para te ajudar
1,qualquer coisa sigo aquid
5,<url>
10,oi gabriela tudo bem ana aqui do time do curadobia esta vamos passando por algumas instabilidades mas acredito que agora ja esta tudo resolvido te encaminho aqui o site para ficar mais fa cil o acesso
0,na o estou conseguindo entrar no site para fazer compra
5,<url>
6,ok obrigada
10,qualquer duvida pode tamba c m nos conectar pelo whatsapp d
8,ela a c reta e certa acredito que o tamanho m funcione bem para vocaa o tecido da base a c mais malea vel que da parte de cima
12,na o gosto de nada apertado mas essa blusa tem um shane mais ajustado daa fiquei na daovida
13,m
12,bom dia mariella td bem que tamanho vocaa costuma usar de parte de cima camisas em especial
12,bom dia estou interessada na blusa pah mas estou em daovida quanto ao tamanho minhas medidas busto <num> cm e cintura <num> cm
3,nan
3,nan
3,nan
6,ok entendi obrigada pelo retorno um abraa o
10,com relaa a o a previsa o de entrega por conta dessa questa o na plataforma as marcas tamba c m na o receberam a notificaa a o do pedido e por isso ira acabar atrasando um pouco a sua compra mas na <num> s tamba c m ja entramos em contato com a stella bastos sobre a sua compra e logo mais ela estara com vocaa desculpa pelo ocorrido qualquer coisa nos avise obrigada por ser nossa cliente equipe curadobiad
10,oi cristiane bom dia obrigada pela sua mensagem na verdade todos os nossos pedidos sa o enviados o email de confirmaa a o imediatamente pora c m realmente identificamos um erro no nosso sistema que os aoltimos pedidos na o esta o recebendo a confirmaa a o ja estamos em contato com o nosso ta c cnico para resolver obrigada por ter nos informado
10,como uma cratica construtiva vcs deveriam mandar um e mail para confirmar o pedido compro bastante on line e sempre vem o e mail do status do pedido o cliente fica mais seguro da compra
6,ola obrigada qual a previsa o de entrega
10,oi cristiane foi confirmado seu pedido
6,ok obrigada vi que foi lana ado no meu carta o de cra c dito
6,oi cristiane tudo bem obrigada pelo seu contato pode ficar tranquila vamos verificar para vocaa
0,boa tarde fiz um pedido de uma blusa brilhei no dia <num> <num> na o recebi nenhum e mail de confirmaa a o sera que esta tudo certo meu nome a c cristiane rocha loures brenner
3,nan
3,nan
13,d
3,nan
10,oie <user> oficial d
12,sua roupa jeans a c de onde
13,ebaaaaa
3,nan
3,nan
3,nan
3,nan
6,obrigada no aguardo que seja disponibilizado o envio
7,reagiu com d a sua mensagem
10,ola boa tarde infelizmente na o enviamos para fora do pais mas aceitamos cartaues internacionais com entrega em todo o brasil d
10,boa tarde gostaria de saber se vocaas enviam para fora do brasil obrigada
3,nan
3,nan
1,na o perca essa oportunidade qualquer coisa sigo aqui para o que vocaa precisar d
5,<url>
5,<url>
0,venho com boas notacias o conjunto que vocaa se interessou acabou de subir no site com pouquassimas unidades
6,bom dia adriana como vocaa esta
1,ahh reptilia adoro
1,pode ficar tranquila que irei te avisar
0,oi adriana isso ainda na o esta disponavel pois ele a c um modelo exclusivo de sa o paulo fashion week inclusive fomos semana passada prestigiar a marca reptilia nossa previsa o a c que esteja disponavel na proxima semana
0,ola esse conjunto ainda na o esta disponvel no site de vcs na c poderia me dizer se onde a c
6,obrigada
7,curtiu uma mensagem
10,bom dia tudo bem que bom receber sua mensagem adriana aqui a c ana do time do curadobia esse conjunto tamba c m sera um lana amento do curadobiad assim que ele estiver disponavel no site pode ficar tranquila que vou te avisar
0,oi esse conjunto marrom a c vendido tamba c m
3,nan
13,d
1,sigo aqui pra o que vocaa precisar d
5,<url>
10,oii karinne tudo bem aqui quem fala a c a ana do time curadobia vocaa acredita que estive olhando todos os dias desde que vocaa demonstrou interesse se a nossa saia anica voltaria ao estoque e somente hoje isso aconteceu ela a c a queridinha das nossas clientes e tem acabado ra pido enta o espero que consiga aproveitar essa oportunidade te encaminho o link para o acesso dela
6,ok obrigada
1,quando ela estiver disponavel na <num> s vamos te avisar
10,oie bom dia tudo bem obrigada pela sua mensagem entramos em contato com a marca d aura que produz a saia e eles nos informaram que em <num> dias ira o receber novos estoques da nossa saia anica
11,boa noite havera reposia a o da saia aonica preta no tamanho <num>
7,curtiu uma mensagem
1,ok perfeito caso mude de ideia seguimos a disposia a o novamente desculpa pelo transtorno e desejo uma a <num> tima viagem dd <num> <num>
1,na o vou trocar vou tentar reduzir o gancho
6,tudo bem
6,de todo modo agradea o por perguntar
10,pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e na o deixar que situaa aues como essa ocorram novamente agradea o sua compreensa o e nos disponibilizamos para auxiliar da melhor forma possavel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitaa a o
10,gabriela entendo sua frustraa a o e a c completamente justificada de fato a marca informou ter tido um pequeno problema de produa a o que na o devera mais ocorrer e por isso acabou enviando atrasado seu pedido sobre o meio de contato estamos providenciando um naomero para atendimento whatsapp por hora estamos apenas com o e mail mas muito em breve ja deixaremos essa opa a o mais fa cil para solua a o de qualquer problema
0,mas a experiaancia de compra na o foi legal
0,o produto a c lindo apesar de ter ficando um pouco grande
1,por muito pouco a minha frustraa a o seria ainda maior
11,muito tenso
1,e o body me chega hoje
0,paguei sedex porque estou indo hoje pra londres e queria levar o body
1,enfim por muito pouco na o me atende
7,precisei escrever em uma postagem
0,no e mail da nota fiscal na o tem nada
10,na o tem um link de comunicaa a o no whatsapp
0,e achei muito difacil o contato com vcs
0,enta o era pra ter pago menos a meu ver
0,mas paguei por uma coisa que na o recebi
1,chegou
0,ele foi postando dia <num> com o ca <num> digo de rastreio aa <num> br
0,seu pedido saiu para entrega hoje e esta constando aqui como entregue
10,verificamos com a marca responsa vel pelo envio a revival o seu pedido sofreu um pequeno atraso que a marca me informou ter lhe comunicado por whatsapp
1,pea o desculpa pela demora em lhe retornar
6,ola gabriela boa tarde tudo bem
3,nan
10,com quem falo b
1,era pra ter chegado ontem
1,mas a pea a ainda na o chegou
0,comprei um body e paguei frete de <num> dias aoteis pra levar pra uma viagem agora na sexta
11,como falo com algua c m daa
13,ola
7,curtiu uma mensagem
7,curtiu uma mensagem
7,curtiu uma mensagem
7,curtiu uma mensagem
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
13,d
13,imagina
6,perfeito ja passei pro pessoal realizar a correa a o obrigada pelo feedback
6,muito obrigada pela atena a o
13,ta joia
1,estou vendo pelo celular sim
0,aqui a tabela certinha mas ja estamos com o pessoal ta c cnico corrigindo esse erro
3,nan
10,claro envio sim mas ata c para na <num> s entendermos o que esta ocorrendo com essa visualizaa a o vocaa esta acessando pelo celular que aa ja direcionamos pra equipe ta c cnica corrigir
6,ola boa tarde tudo bem
8,boa tarde na pa gina da regata podrinha cinza eu na o consigo ver as medidas dos tamanhos acima do g que sa o justamente o que visto poderia me enviar essas medidas dos tamanhos gg e xgg por favor
6,obrigada
13,ok
8,elaine para o tamanho <num> na <num> s indicamos o tamanho <num> da saia
10,oie tudo bem elaine obrigada pela sua mensagem vocaa consegue nos confirmar suas medidas para que possamos verificar com mais precisa o d
8,estou com duvidas sobre o tamanho da saia unica visto <num> mas as medidas no quadro de tamanhos parecem grandes mas existe a informaa a o de que o tamanho <num> corresponde ao <num> a
6,boa noite
7,curtiu uma mensagem
3,nan
3,nan
6,obrigada aoi
1,logo mais te passo novas informaa aues
10,ana ja entrei em contato com o pessoal da d aura para entendermos o que aconteceu
4,a o pedido <num>
10,ana vou verificar com eles vocaa pode me informar qual foi o naomero do seu pedido por favor
6,tranquilo obrigada
1,na verdade foi o porteiro rs
13,sim
1,na o se preocupe vamos resolver essa questa od que bom que vocaa identificou isso
0,oi ana tudo bem na a c poca o pessoal da d aura te instruiu que iriam retirar na sua portaria
0,ola meninas tudo bem comprei a saia preta da d aura em outubro precisei trocar foram rapidassimos mas sa <num> hoje eu soube que na o levaram a sacola com a pea a a ser trocada ficou este tempo todo na minha portaria como faa o
6,com certeza sera um sucesso obrigada ana d
0,ja comprei e acabou de chegar
7,curtiu uma mensagem
10,ola ana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar ana qualquer daovida estamos a disposia a o equipe curadobia d
10,ola rosangela boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nas rasteiras da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar rosangela qualquer daovida estamos a disposia a o equipe curadobia d
0,mas tmb lancarei um aprograma online de estilo pessoala que podera ser baixado por aqui tmb
10,infelizmente nao atuo mais nessa area de consultoria pessoal
0,deixa eu tirar outra daovida vc faz consultoria de imagem estilo tb se sim como funciona
6,ah que bom a lindassima paraba c ns
10,iremos relana a la em outubro aqui no curadobia
1,ola gisela essa sandalia a c da minha collab com a paula ferber
0,consegue me informar de onde a c essa sanda lia
3,nan
6,ola tudo bem meu nome a c gisela acabei de fazer um pedido
1,qualquer outra daovida seguimos aquid
0,boa tarde fabiana como vai passando para avisar que as blusas acabaram de ser repostas no site estoque
6,obrigada pelo retorno vou acompanhar enta o beijo beijo d d
7,reagiu com d a sua mensagem
10,ola fabiana obrigada pela sua mensagem e carinho conosco alguns de nossos parceiros ainda esta o organizando a volta dos estoques pa <num> s recesso de final e inicio de ano entramos em contato com a lounge <num> produtoras da blusa pah e phyna e elas nos informaram que provavelmente amanha mesmo as blusas ja estejam de volta em estoque pode ficar tranquila que a gente te avisa qualquer coisa seguimos aquid
10,ola primeiramente quero dizer que a curadobia esta fanta stica vi que va rios produtos esta o indisponaveis no site como a blusa pah e phyna por exemplo tem alguma previsa o de retorno ao estoque
7,curtiu uma mensagem
3,nan
3,nan
4,<num> <num> <num> <num>
10,oi danuza bom dia tudo bem pode nos informar por aqui a daovida ou se preferir uma comunicaa a o mais a gil pode nos chamar no nosso whatsapp
11,ola como tirar daovidas de tamanho da pea a
10,ola julia isso mesmo qualquer duvida nos avise por aqui ou pelo nosso whatsapp d
0,oi as compras sa o direto no site
13,d
13,d
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
6,obrigada pelo retorno
1,claro mando tudo la
7,curtiu uma mensagem
10,que aa conseguimos encaminhar pro la as tratativas o que acha se puder esclarecer que seria algo mais voltado para o perfil pessoal da bia ou para o curadobia seria bacana entendermos tamba c m para encaminhar de forma mais assertiva sua mensagem
10,ola alice bom dia tudo bem aqui somos da parte de atendimento do curadobia vou te pedir para encaminhar um e mail para contato curadobia <user> com
10,oi bia tudo bem me chamo alice sou sa <num> cia da monti uma marca de moda que preza por estilo atemporal e pea as de qualidade estamos buscando consultoras de imagem parceiras para recomendar nossas pea as aos seus clientes e pensei que poderaamos criar algo bem legal juntas o que acha de agendarmos um papo para te contar mais sobre a nossa hista <num> ria e a ideia de parceria fico no aguardo
6,obrigada pela presena a
3,nan
6,atimo me avise por favor um abraa o e obrigada
0,oi ana boa tarde obrigada pelo contato sim estou interessada tentei comprar apa <num> s a mensagem da bia mas ainda estava indisponavel
1,independente disso sigo aqui para o que vocaa precisar d
1,mas venho com boas notacias a partir de quarta feira teremos reposia a o dela d <num> se vocaa ainda tiver interesse me avisa pois ai assim que chegarem eu venho exclusivamente te avisaar
10,oi anne bom dia tudo bem aqui a c a ana do time curadobia a bia nos informou que vocaa se interessou pela nossa bolsa molona mas que infelizmente ela esta indisponavel no site
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a giomei super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
6,obrigada pelo interesse d aguardamos vocaas
10,ola tudo bem podemos falar pelo nosso whatsapp <num> <num> <num> <num>
10,oi pessoal tudo bem mariele da icon aqui adoraria apresentar a agaancia e os talentos que representamos para vocaas acredito que temos uma super sinergia e que seria lindo colaborarmos futuramente qual o melhor contato para falarmos disso por favor muito obrigada
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a argi super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
3,nan
3,nan
10,ola meninas seguem meus contatos <num> <num> <num> <num> daniela masson <user> com muito bom falar com vcs ontem obrigada falamos na sequaancia por whatsapp d
7,daniela depois me passa seu naomero de telefone que aa seguimos a comunicaa a o por la e pelo e mail
1,opa acho que caiu
6,obrigada ata c la
6,enviado obrigada ata c segunda
10,daniela masson <user> com
6,que aa ja envio um invite
7,qual seu e mail
11,fechado <num> pm brasil
1,ah perfeito funcionaria as <num> h fuso sa o paulo
1,acho a <num> timo pode ser segunda <num> na parte da tarde estamos com <num> horas de fuso qual hora rio seria bom pra vc
0,segunda na parte da tarde vocaa teria disponibilidade
10,claro vamos conversar sim o que acha de fazermos uma reunia o on line
6,ola daniela boa tarde tudo bem
5,<url>
6,feliz demais q vc gostou aoi aoi aoi me fala como funciona melhor pra vc e marcamos um call
1,vamos falar sim super
0,adorei as bolsas de vcs
6,oi daniela que bacana muito obrigada por acompanharem e curtirem meu trabalho
10,ola bia sou a daniela e gostaria de apresentar minha marca pra vc a queens gate minha sa <num> cia e eu ja te acompanhamos tem um bom tempo e somos muito fa s a sua curadoria com seus neutros com tcharanz refora ou a vontade de apresentar o conceito da nossa marca pra vc vamos completar <num> ano em agosto e adoraraamos um bate papo com vc pra contar nossa hista <num> ria e nossos planos moro em londres e minha sa <num> cia em sp e vou deixar meu whatsapp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha d obrigada <num> <num> <num> <num>
1,oi renata boa tarde aqui a c a ana acredito que te respondi por whatsapp certo qualquer coisa estou por aqui
8,ola bom dia sou muito fa da bia mas nunca comprei no curadoria uma daovida como faa o para escolher um tamanho com mais segurana a tem uma tabela de medidas para servir de referaancia obrigada
6,ok obrigada d
10,oi maria tudo bem bom dia nosso evento a c exclusivo para nossas clientes conhecerem o mix de perto e ocorre duas vezes ao ano o pra <num> ximo sera em novembro te esperamos
1,qual o enderea o
13,d
6,nossa perfeito
11,ola vanilda segue os detalhes aqui
5,<url>
11,muito estilo
10,oi anna bom dia tudo bem nos desculpe a falta de resposta vou te mandar mensagem via whatsapp para ficar melhor a nossa comunicaa a o tudo bem mas pode ficar tranquila pois realmente nosso atendimento funciona prioritariamente durante a semana e na o vamos te deixar desamparada
0,vc teria alguma informaa a o sobre a minha encomenda
6,bom dia
1,parece que o contato por aqui na o a c satisfata <num> rio
0,vc poderia checar se houve algum problema com os correios de sa o paulo pois nem chegou no correio de curitiba
0,boa tarde estava previsto pra chegar hoje minha encomenda pora c m nada foi entregue
6,obrigada
6,qualquer daovida por favor nos avise d
4,am <num> br
10,ola anna bom dia seu produto vou enviado dia <num> <num> vocaa consegue acompanhar tudo pelo codigo de rastreio abaixo
0,por onde posso acompanhar o envio da minha compra
6,bom dia
0,como eu poderia rastrear minha compra
13,ola
13,d deg
6,oi anna sua compra foi realizada com sucesso pode ficar tranquila ja conferimos aqui direitinho para vocaa
0,eu na o recebi email confirmando a compra
0,compra realizada
7,curtiu uma mensagem
6,obrigada ana
1,qualquer coisa sigo aqui me chamo ana tamba c md deg
11,maravilha
1,esse mesmo que te mandei acima
0,certo qual o link da compra
1,ta de olho faz tempooo
10,sim estoque atualizado especialmente para vocaa anna agora ela a c a aonica no estoque
4,<num> na o creio
13,yes
13,a c essa
5,<url>
1,claro
0,eu quero sim mas vc poderia me enviar a foto do modelo sa <num> pra eu confirmar
8,oi anna acabamos de olhar no nosso estoque temos <num> preta no tamanho <num> vocaa deseja d
1,e tem ela preta
8,ola anna tem sim tamanho <num>
1,essa gladiadora qual o naomero tem <num>
10,ola tudo bem bom dia como funciona o ora amento de studios com vocaas por favor
1,ainda na o super correria
6,bom dia sheila tudo bem vocaa conseguiu ver direitinho os tamanhos qualquer coisa estamos aqui
7,curtiu uma mensagem
1,beleza qualquer coisa estamos aquid
1,macaca o precisa ser mais soltinho
6,obrigada pelo retorno
1,vou checar as minhas medidas e volto com vcs
8,sheila segue resposta das meninas da olive you marca do macaca o <num> cm circunferaancia total mas explique a ela por favor que esta pea a tem uma modelagem ampla ao corpo ok enta o acredito que se encaixa no que conversamos mesmod o que vocaa acha qualquer coisa seguimos a disposia a o
8,sheila essa foi a tabela passada para na <num> s pela marca estamos em contato com eles para ter exatamente a medida do quadril inclusive obrigada pela pergunta pois com ela vamos atualizar o nosso site mas podemos te adiantar que ele tem uma estrutura folgada no quadril enta o acreditamos que ele vai dar certo para ti no tamanho <num> para te passar outra base nas fotos do produto no nosso site a bia esta vestindo o tamanho <num>
11,e quadril
8,claro nossas medidas do tamanho <num> para o macacao cool sa o ombro <num> cm cintura total <num> cm comprimento <num> cm qualquer outra questa o estamos a disposia a o
1,e em outras <num>
1,pois sou em algumas marcas <num>
8,teria as medidas do <num>
6,obrigada pelo retorno
10,a sa <num> clicar nessa mensagem com a imagem que lhe mandei qualquer outra questa o pode nos contatar estamos a disposia a o equipe curadobiad
5,<url>
10,ola bom dia sheila tudo bem que bom que gostou do nosso macacao cool na <num> s temos ele nos tamanhos <num> <num> <num> e <num> vou te encaminhar o link dele para que possa visualizar no nosso site <url>
0,por favor me interessei por este macaca o quais tamanhos e como comprar
10,sheila shared a product
3,nan
3,nan
10,ola pati boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nas sanda lias da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar patracia qualquer daovida estamos a disposia a o equipe curadobia d
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
6,amamos
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
0,bom dia sou a gianina marques mineira ma e e autora de joias artesanais gostaria de deixar meu insta para vcs conhecerem minhas joias feita com carinho e totalmente exclusiva aguardo o retorno de vcs q tem tanto conhecimento na a rea desde ja obrigada <user>
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a novamente pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
6,ola susanna bom dia estaremos te esperando na rua venceslau flexa <num> jardim paulistano das <num> h a s <num> h ah e teremos manobrista no local para maior tranquilidade
13,enderea o
10,qualquer daovida ou questa o estamos a disposia a o obrigada por nos acompanhar equipe curadobia d
5,segue o link da jaqueta <url>
11,ola marta claro com certeza
0,como comprar
9,marta sent an attachment
7,curtiu uma mensagem
6,oi patricia bom dia caraca que legal receber essa mensagem suad ficamos muito felizes com isso nos avise quando estiver por aqui que fazemos uma entrega especiald deg
0,eu amo todos os seus looks combina <num> com o meu estilo queria ter todas as pea as para mim pena que moro do outro lado do mundo
1,na o consigo deixa la deste jeito
3,nan
12,ai me ajuda com o vadeo a ainda na o usei a blusa
13,imagina
6,que legal vai ajudar muito
6,obrigada
10,inclusive muito obrigada pela solicitaa a o pois em funa a o dela estamos criando esse maas um destaque aqui no insta trazendo e salvando vadeos mostrando essa a c mais outras pea as que podem gerar daovidas
1,a bia ira gravar o vadeo e te enviar
6,ola van bom dia te enviaremos ainda hoje
6,bom dia consegue me mandar o vadeo
6,obrigada
13,a simples
1,ola van td bem farei um video para vc
8,ja tentei traas vezes sera que pode ser o tamanho
12,boa tarde comprei a blusa pah mas na o consigo deixa la parecida como da fotoa acho que estou usando de forma erradaa tem alguma tutorial de como vesti la rs
0,oie sa o lindas pora c m aquele modelo foi o que mais me agradou mas tranquilo super obrigada pela atena a o
11,o que acha dessas opa aues d
5,<url>
5,<url>
5,<url>
5,<url>
10,oi mari bom dia tudo bem infelizmente essa cala a na o teremos mais reposia a o no curadobia mas estamos com diversas novidades no site qualquer coisa sigo aqui para o que vocaa precisar
1,oie essa cala a vai ter reposia a o na curadoria
9,mari sent an attachment
13,d
6,obrigada pelo prestagio foi incravel te ter de pertinho hojed d
3,nan
3,nan
7,reagiu com d a sua mensagem
5,vou te encaminhar o link <url>
0,bom dia marcia tudo bem obrigada pela sua mensagem ficamos muito felizes que gostou da nossa pantalona jeans d infelizmente ela esta esgotada no momento mas assim que tivermos a reposia a o te avisamos
11,linda cala a qual a c a marca
13,d
3,nan
13,d
3,nan
13,d
13,d
13,d
13,d
9,you sent an attachment
1,falamos por la
13,ok
10,oi cris tudo bem estamos nos comunicando pelo whatsapp podemos continuar por la aproveito para te atualizar que ja reforcei seu pedido com a marca mybasic nesta tarde pea o apenas sua compreensa o em relaa a o aos prazos que as marcas precisam para responder e resolver essas questaues ja solicitei um adiantamento para o seu pedido e pode ficar tranquila vocaa entrou em contato dentro do prazo de <num> dias corridos para solicitaa a o de devolua a o enta o seu pedido sera atendido sem problemas qualquer novidade te aviso por la
0,estou tentando contato para devolua a o de mercadoria e ningua c m me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees <num> <num>
6,ahhh entendia muito obrigada d
13,beijos
6,mas super entendi e aproveito pra agradecer e elogiar seu trabalho
0,a fato perguntei pois esta a procurando uma pea a e na o encontrava
10,ola vera na verdade a curadoria de pecas que seleciono ja faz parte dessa ajuda
10,tudo bem bia gostaria muito de saber se nesta sua plataforma vc assiste aos clientes em encontrar produtos lojas etc
6,ola td e vc
6,ola bia tudo bem
13,obaaaa
0,parabans excelente ideia vim pelo insta da gla <num> ria kalil d torcendo por mais um sucesso
9,paula sent an attachment
11,uauuu ameiii linda saia
7,curtiu uma mensagem
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
13,d
13,d
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
8,pergunta a calca cool fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas
8,pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas
8,pergunta a saia tech fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas
12,pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
8,pergunta a calca cool fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas
8,pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas
8,pergunta a saia tech fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas
12,pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
8,pergunta a calca cool fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas
8,pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas
8,pergunta a saia tech fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas
12,pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
8,pergunta a calca cool fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas
8,pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas
8,pergunta a saia tech fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas
12,pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
8,pergunta a calca cool fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas
8,pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas
8,pergunta a saia tech fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas
12,pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
8,pergunta a calca cool fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas
8,pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas
8,pergunta a saia tech fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas
12,pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
8,pergunta a calca cool fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas
8,pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas
8,pergunta a saia tech fica justa no quadril resposta tamanho e medidas
8,pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas
12,pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas
8,pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas
12,pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas
